,STNAME,CTYNAME,YEAR,MME,FIPS,Population,mme_per_cap
36678,VA,HANOVER,2013,50256514.5243,51085,101075,497.22002992134554
36679,VA,HANOVER,2014,51346096.2778875,51085,101740,504.6795388036908
36680,VA,HANOVER,2015,50167952.955,51085,103095,486.6186813618507
36681,VA,HANOVER,2016,48262530.39300001,51085,104345,462.5284430782501
36682,VA,HANOVER,2017,39344571.471,51085,105729,372.1265827823965
36683,VA,HANOVER,2018,29136429.888899997,51085,106821,272.759381478361
36684,VA,HANOVER,2019,26370045.5475,51085,107535,245.2229092621007
36685,VA,HARRISONBURG CITY,2006,14339379.9340875,51660,45858,312.6909139972851
36686,VA,HARRISONBURG CITY,2007,17014548.384712502,51660,46551,365.50339165028686
36687,VA,HARRISONBURG CITY,2008,18144119.55615,51660,47286,383.7101796758026
36688,VA,HARRISONBURG CITY,2009,22013278.9790625,51660,48294,455.81809291138654
36689,VA,HARRISONBURG CITY,2010,23620914.9422625,51660,48999,482.0693267671279
36690,VA,HARRISONBURG CITY,2011,25974273.533175,51660,49950,520.0054761396397
36691,VA,HARRISONBURG CITY,2012,27397677.347025,51660,51336,533.6932629543595
36692,VA,HARRISONBURG CITY,2013,26693902.494075,51660,51572,517.6045624384356
36693,VA,HARRISONBURG CITY,2014,28307659.189987503,51660,52589,538.280993933855
36694,VA,HARRISONBURG CITY,2015,27999427.621200003,51660,52739,530.9055465822257
36695,VA,HARRISONBURG CITY,2016,25807385.6868,51660,53685,480.71874241967026
36696,VA,HARRISONBURG CITY,2017,20786333.499599997,51660,53807,386.3128124519114
36697,VA,HARRISONBURG CITY,2018,18430525.4085,51660,53715,343.11692094387047
36698,VA,HARRISONBURG CITY,2019,16711235.3685,51660,53379,313.0675990277075
36699,VA,HENRICO,2006,63667751.666025005,51087,291460,218.44421761485282
36700,VA,HENRICO,2007,73414655.8185,51087,296408,247.68108761740572
36701,VA,HENRICO,2008,78141629.52391249,51087,300198,260.3003002148998
36702,VA,HENRICO,2009,90421698.09723751,51087,304763,296.69513063343487
36703,VA,HENRICO,2010,95978450.598375,51087,307201,312.42883518730406
36704,VA,HENRICO,2011,105434299.8886125,51087,310401,339.6712635868199
36705,VA,HENRICO,2012,116518773.76053749,51087,315575,369.22688350007917
36706,VA,HENRICO,2013,117161851.33815001,51087,318646,367.68655918527145
36707,VA,HENRICO,2014,117360359.8856625,51087,321863,364.6283042339831
36708,VA,HENRICO,2015,107514892.8783,51087,324424,331.4024020365324
36709,VA,HENRICO,2016,99649760.3661,51087,326178,305.5073008176517
36710,VA,HENRICO,2017,81206584.3011,51087,328008,247.57501128356625
36711,VA,HENRICO,2018,62833201.3584,51087,329917,190.45154192842443
36712,VA,HENRICO,2019,56188670.71439999,51087,332513,168.98187654136828
36713,VA,HENRY,2006,10724428.1055,51089,55464,193.35836047706619
36714,VA,HENRY,2007,14782018.668499999,51089,55284,267.3833056309239
36715,VA,HENRY,2008,16660365.438000001,51089,55073,302.51421636736694
36716,VA,HENRY,2009,20449032.975224998,51089,54402,375.88752206214843
36717,VA,HENRY,2010,20692275.2625,51089,54102,382.4678433791727
36718,VA,HENRY,2011,24272011.552500002,51089,53530,453.42820012142727
36719,VA,HENRY,2012,25918504.4972625,51089,53098,488.1258144800652
36720,VA,HENRY,2013,26092104.2475,51089,52738,494.7495970173309
36721,VA,HENRY,2014,26396905.32,51089,52235,505.34900583899685
36722,VA,HENRY,2015,24467525.9964,51089,51944,471.03661628677037
36723,VA,HENRY,2016,23694516.9675,51089,51654,458.716013619468
36724,VA,HENRY,2017,21115191.6975,51089,51370,411.04130226786066
36725,VA,HENRY,2018,15992656.65,51089,51101,312.9617160133853
36726,VA,HENRY,2019,12034407.5175,51089,50724,237.2527308079016
36727,VA,HIGHLAND,2016,511385.475,51091,2213,231.08245594215995
36728,VA,HIGHLAND,2017,516771.375,51091,2215,233.3053611738149
36729,VA,HIGHLAND,2018,365171.175,51091,2206,165.53543744333635
36730,VA,HIGHLAND,2019,341829.7875,51091,2176,157.0908949908088
36731,VA,HOPEWELL CITY,2006,6387593.585000001,51670,22295,286.50341264857593
36732,VA,HOPEWELL CITY,2007,7044583.545,51670,22549,312.4122375715109
36733,VA,HOPEWELL CITY,2008,7927814.5125,51670,22576,351.16116727941176
36734,VA,HOPEWELL CITY,2009,10437873.57,51670,22455,464.83516232464933
36735,VA,HOPEWELL CITY,2010,12593989.17,51670,22640,556.2716064487632
36736,VA,HOPEWELL CITY,2011,14265940.987499999,51670,22500,634.0418216666666
36737,VA,HOPEWELL CITY,2012,15091826.3813625,51670,22306,676.5814750005603
36738,VA,HOPEWELL CITY,2013,23479637.962725,51670,22161,1059.5026380905645
36739,VA,HOPEWELL CITY,2014,28123199.16,51670,22117,1271.56482163042
36740,VA,HOPEWELL CITY,2015,32028788.0889,51670,22241,1440.0785975855401
36741,VA,HOPEWELL CITY,2016,30094369.2264,51670,22565,1333.6746831996454
36742,VA,HOPEWELL CITY,2017,28892129.2125,51670,22533,1282.2140510584475
36743,VA,HOPEWELL CITY,2018,35303538.96,51670,22506,1568.6278752332712
36744,VA,HOPEWELL CITY,2019,37712677.935,51670,22523,1674.4074028770592
36745,VA,ISLE OF WIGHT,2006,6650400.4845,51093,33716,197.24761194981613
36746,VA,ISLE OF WIGHT,2007,7383967.9860000005,51093,34581,213.5267339290362
36747,VA,ISLE OF WIGHT,2008,7695590.949,51093,34955,220.15708622514663
36748,VA,ISLE OF WIGHT,2009,6608818.65,51093,35270,187.3779033172668
36749,VA,ISLE OF WIGHT,2010,7281660.7913625,51093,35319,206.16837371846597
36750,VA,ISLE OF WIGHT,2011,7657765.3125,51093,35301,216.92771628282486
36751,VA,ISLE OF WIGHT,2012,8386953.1425,51093,35352,237.24126336558044
36752,VA,ISLE OF WIGHT,2013,8372997.3375,51093,35542,235.58036513139385
36753,VA,ISLE OF WIGHT,2014,7987056.577500001,51093,35887,222.56127783041214
36754,VA,ISLE OF WIGHT,2015,7630842.48,51093,36185,210.88413652065773
36755,VA,ISLE OF WIGHT,2016,8137476.3225,51093,36450,223.25037921810699
36756,VA,ISLE OF WIGHT,2017,7623165.322500001,51093,36758,207.3879243293977
36757,VA,ISLE OF WIGHT,2018,6405481.32,51093,37203,172.17647286509154
36758,VA,ISLE OF WIGHT,2019,5483588.85,51093,37400,146.62002272727273
36759,VA,JAMES CITY,2006,14343267.2145875,51095,61133,234.62397092548215
36760,VA,JAMES CITY,2007,15200860.905225,51095,63007,241.25670013212817
36761,VA,JAMES CITY,2008,13780284.663,51095,64436,213.86002642932525
36762,VA,JAMES CITY,2009,15575304.450225001,51095,66118,235.5682938114432
36763,VA,JAMES CITY,2010,16955689.162725,51095,67681,250.52362055414372
36764,VA,JAMES CITY,2011,18814157.6377125,51095,68339,275.3063058826219
36765,VA,JAMES CITY,2012,21312411.9309,51095,69460,306.83000188453786
36766,VA,JAMES CITY,2013,23363905.740000002,51095,70674,330.5870014432465
36767,VA,JAMES CITY,2014,23567241.165,51095,72145,326.6649270912745
36768,VA,JAMES CITY,2015,23057334.4464,51095,72920,316.20041753154146
36769,VA,JAMES CITY,2016,20370354.45,51095,74075,274.9963476206547
36770,VA,JAMES CITY,2017,17097226.3125,51095,75429,226.6664852046295
36771,VA,JAMES CITY,2018,16424112.6489,51095,76206,215.52256579403198
36772,VA,JAMES CITY,2019,15292805.445,51095,76838,199.0265941981832
36773,VA,KING AND QUEEN,2014,605.4000000000001,51097,7084,0.08546019198193112
36774,VA,KING GEORGE,2006,1596905.7374999998,51099,21519,74.20910532552627
36775,VA,KING GEORGE,2007,1846356.4125,51099,22444,82.26503352789165
36776,VA,KING GEORGE,2008,1888412.0250000001,51099,22996,82.1191522438685
36777,VA,KING GEORGE,2009,2114476.6125,51099,23335,90.61395382472679
36778,VA,KING GEORGE,2010,2549357.625,51099,23697,107.58145018356754
36779,VA,KING GEORGE,2011,3237649.5525,51099,24277,133.36283529678298
36780,VA,KING GEORGE,2012,4585543.68,51099,24615,186.2906227909811
36781,VA,KING GEORGE,2013,5112446.2275,51099,24909,205.2449406840901
36782,VA,KING GEORGE,2014,4629173.625,51099,25284,183.08707581869956
36783,VA,KING GEORGE,2015,4792906.755,51099,25442,188.38561256976652
36784,VA,KING GEORGE,2016,5249236.6425,51099,25982,202.03358642521746
36785,VA,KING GEORGE,2017,4417236.0375,51099,26379,167.45274792448538
36786,VA,KING GEORGE,2018,3425506.4925,51099,26673,128.42599229557982
36787,VA,KING GEORGE,2019,3184717.1174999997,51099,26981,118.03554788554908
36788,VA,KING WILLIAM,2006,2863174.2525,51101,14874,192.49524354578458
36789,VA,KING WILLIAM,2007,3673411.4225625,51101,15296,240.15503547087474
36790,VA,KING WILLIAM,2008,4127795.733225,51101,15604,264.53446124230965
36791,VA,KING WILLIAM,2009,4554560.662500001,51101,15768,288.8483423706241
36792,VA,KING WILLIAM,2010,4597493.175,51101,15999,287.36128351771987
36793,VA,KING WILLIAM,2011,5079968.8125,51101,16013,317.24029304315246
36794,VA,KING WILLIAM,2012,5433176.399999999,51101,15977,340.06236464918317
36795,VA,KING WILLIAM,2013,5254131.51,51101,16096,326.4246713469185
36796,VA,KING WILLIAM,2014,5178560.9925,51101,16153,320.59437828886274
36797,VA,KING WILLIAM,2015,4803662.8575,51101,16287,294.93846979185855
36798,VA,KING WILLIAM,2016,4560119.5425,51101,16416,277.78505985014624
36799,VA,KING WILLIAM,2017,3572763.2964,51101,16706,213.86108562193223
36800,VA,KING WILLIAM,2018,3144469.7214,51101,16962,185.38319310222852
36801,VA,KING WILLIAM,2019,2713045.5,51101,17198,157.75354692406094
36802,VA,LANCASTER,2006,3387206.238,51103,11551,293.23922067353476
36803,VA,LANCASTER,2007,4399144.5985,51103,11573,380.12136857340363
36804,VA,LANCASTER,2008,4405793.8405875,51103,11481,383.7465238731382
36805,VA,LANCASTER,2009,4894833.3788625,51103,11403,429.25838628979216
36806,VA,LANCASTER,2010,5597531.775,51103,11362,492.65373833832075
36807,VA,LANCASTER,2011,6612275.827500001,51103,11276,586.402609746364
36808,VA,LANCASTER,2012,7114025.3175,51103,11125,639.4629498876404
36809,VA,LANCASTER,2013,7083371.670000001,51103,10960,646.2930355839417
36810,VA,LANCASTER,2014,7262787.24,51103,10863,668.5802485501243
36811,VA,LANCASTER,2015,6563711.467499999,51103,10828,606.1794853620244
36812,VA,LANCASTER,2016,5009454.3675,51103,10776,464.8714149498886
36813,VA,LANCASTER,2017,3460504.35,51103,10724,322.68783569563595
36814,VA,LANCASTER,2018,2537786.0250000004,51103,10692,237.35372474747479
36815,VA,LANCASTER,2019,2178948.645,51103,10619,205.1933934457105
36816,VA,LEE,2006,10729702.2815875,51105,25228,425.309270714583
36817,VA,LEE,2007,10929178.16635,51105,25322,431.608015415449
36818,VA,LEE,2008,12658025.747725,51105,25463,497.11446992597104
36819,VA,LEE,2009,14776784.472,51105,25578,577.7146169364297
36820,VA,LEE,2010,15241516.762500001,51105,25606,595.2322409786769
36821,VA,LEE,2011,16481848.3125,51105,25546,645.1831328779457
36822,VA,LEE,2012,17500107.054075003,51105,25433,688.0866218721741
36823,VA,LEE,2013,18963454.6059,51105,25094,755.6967644018491
36824,VA,LEE,2014,20368617.885675,51105,24744,823.1740173648157
36825,VA,LEE,2015,20994667.332000002,51105,24624,852.6099468810917
36826,VA,LEE,2016,21776208.330000002,51105,24198,899.9176927845277
36827,VA,LEE,2017,20178299.677500002,51105,23934,843.0809592003009
36828,VA,LEE,2018,17479665.142500002,51105,23703,737.4452661055564
36829,VA,LEE,2019,16993677.8475,51105,23540,721.9064506159729
36830,VA,LEXINGTON CITY,2006,3492718.524,51678,6978,500.53289251934655
36831,VA,LEXINGTON CITY,2007,4137751.353,51678,6956,594.8463704715354
36832,VA,LEXINGTON CITY,2008,4970083.1235,51678,6963,713.7847369668247
36833,VA,LEXINGTON CITY,2009,5165604.45,51678,7006,737.3115115615187
36834,VA,LEXINGTON CITY,2010,5348470.7625,51678,7045,759.1867654364798
36835,VA,LEXINGTON CITY,2011,6255466.3838625,51678,6977,896.583973607926
36836,VA,LEXINGTON CITY,2012,6829224.045,51678,7027,971.8548519994307
36837,VA,LEXINGTON CITY,2013,8001289.695,51678,7155,1118.2794821802936
36838,VA,LEXINGTON CITY,2014,7283019.975,51678,7135,1020.7456166783461
36839,VA,LEXINGTON CITY,2015,6634334.8125,51678,7174,924.7748553805409
36840,VA,LEXINGTON CITY,2016,5891594.46,51678,7158,823.0782984073763
36841,VA,LEXINGTON CITY,2017,5291833.912500001,51678,7139,741.257026544334
36842,VA,LEXINGTON CITY,2018,4806736.6049999995,51678,7201,667.5095965838077
36843,VA,LEXINGTON CITY,2019,5089977.6825,51678,7246,702.4534477642837
36844,VA,LOUDOUN,2006,45829291.775175,51107,267194,171.5206620477069
36845,VA,LOUDOUN,2007,52411165.62046251,51107,279704,187.3808226570321
36846,VA,LOUDOUN,2008,52698365.0296125,51107,292570,180.1222443504546
36847,VA,LOUDOUN,2009,70580281.961325,51107,303661,232.43117147518123
36848,VA,LOUDOUN,2010,86761766.8717875,51107,315486,275.00987958827807
36849,VA,LOUDOUN,2011,70450527.0027,51107,326357,215.8695140680298
36850,VA,LOUDOUN,2012,63036419.546775,51107,337902,186.55237183199566
36851,VA,LOUDOUN,2013,60806267.5861125,51107,350001,173.73169672690221
36852,VA,LOUDOUN,2014,62663886.0261,51107,362330,172.94699866447715
36853,VA,LOUDOUN,2015,62887895.900699995,51107,374176,168.07036234472545
36854,VA,LOUDOUN,2016,57915399.6207,51107,385750,150.13713446714195
36855,VA,LOUDOUN,2017,49372274.18085,51107,397192,124.30329458007714
36856,VA,LOUDOUN,2018,41051190.6057,51107,405964,101.12027324023805
36857,VA,LOUDOUN,2019,36872176.0998,51107,414872,88.87602947366898
36858,VA,LOUISA,2006,7969609.831499999,51109,30946,257.5327936243779
36859,VA,LOUISA,2007,9358591.0063125,51109,31716,295.07475741936247
36860,VA,LOUISA,2008,9737847.4725,51109,32475,299.8567351039261
36861,VA,LOUISA,2009,9355142.4375,51109,32840,284.87035436967113
36862,VA,LOUISA,2010,11220799.65,51109,33169,338.291767915825
36863,VA,LOUISA,2011,12388908.435,51109,33325,371.7601930982746
36864,VA,LOUISA,2012,11705169.870000001,51109,33357,350.90595287345985
36865,VA,LOUISA,2013,8877953.6475,51109,33850,262.27337215657315
36866,VA,LOUISA,2014,8557185.045,51109,34173,250.40777938723554
36867,VA,LOUISA,2015,7494877.755,51109,34475,217.4003699782451
36868,VA,LOUISA,2016,6194228.43,51109,35202,175.9624007158684
36869,VA,LOUISA,2017,4800376.7175,51109,35803,134.0774995810407
36870,VA,LOUISA,2018,3745871.295,51109,36656,102.18985418485377
36871,VA,LOUISA,2019,3615944.6175,51109,37477,96.48436687835206
36872,VA,LUNENBURG,2006,1269495.9122249999,51111,13070,97.13052121078806
36873,VA,LUNENBURG,2007,1274238.3225000002,51111,13024,97.83770903716218
36874,VA,LUNENBURG,2008,1346135.5875,51111,12936,104.0611926020408
36875,VA,LUNENBURG,2009,1445784.0750000002,51111,12887,112.18934391246995
36876,VA,LUNENBURG,2010,1782101.4375,51111,12909,138.051083546363
36877,VA,LUNENBURG,2011,2191250.7375,51111,12907,169.77227376617338
36878,VA,LUNENBURG,2012,2552070.75,51111,12639,201.92030619511038
36879,VA,LUNENBURG,2013,2960595.375,51111,12534,236.20515198659646
36880,VA,LUNENBURG,2014,3019487.0325,51111,12480,241.9460763221154
36881,VA,LUNENBURG,2015,2650455.3975,51111,12348,214.64653364917396
36882,VA,LUNENBURG,2016,2524611.6225,51111,12340,204.58765174230146
36883,VA,LUNENBURG,2017,2268794.4825,51111,12353,183.66344066218733
36884,VA,LUNENBURG,2018,1971003.225,51111,12257,160.8063331157706
36885,VA,LUNENBURG,2019,1947662.175,51111,12251,158.97985266508857
36886,VA,LYNCHBURG CITY,2006,18976124.613225,51680,70919,267.5746219380561
36887,VA,LYNCHBURG CITY,2007,22678874.219225,51680,72869,311.22801492026787
36888,VA,LYNCHBURG CITY,2008,25547151.229500003,51680,74018,345.14781849685215
36889,VA,LYNCHBURG CITY,2009,32554728.5925,51680,75137,433.2716051013482
36890,VA,LYNCHBURG CITY,2010,34160462.3325,51680,75553,452.13905910420505
36891,VA,LYNCHBURG CITY,2011,41236826.025,51680,76614,538.2413922390164
36892,VA,LYNCHBURG CITY,2012,44437988.5095375,51680,77326,574.683657625346
36893,VA,LYNCHBURG CITY,2013,47202873.0568125,51680,78015,605.0486836738128
36894,VA,LYNCHBURG CITY,2014,47214076.4475,51680,78242,603.4364720674317
36895,VA,LYNCHBURG CITY,2015,47644205.4939,51680,79263,601.0901113243253
36896,VA,LYNCHBURG CITY,2016,43435612.9275,51680,79871,543.8220746891864
36897,VA,LYNCHBURG CITY,2017,36385673.321399994,51680,80567,451.6200593468789
36898,VA,LYNCHBURG CITY,2018,29494413.735,51680,81096,363.69751572210714
36899,VA,LYNCHBURG CITY,2019,27374856.2775,51680,81753,334.8483392352574
36900,VA,MADISON,2006,746739.8873625,51113,13291,56.183875356444204
36901,VA,MADISON,2007,941136.5625,51113,13429,70.08240096060764
36902,VA,MADISON,2008,821989.875,51113,13332,61.65540616561656
36903,VA,MADISON,2009,947454.45,51113,13358,70.92786719568798
36904,VA,MADISON,2010,1099984.425,51113,13299,82.71181479810512
36905,VA,MADISON,2011,1254301.05,51113,13142,95.44217394612693
36906,VA,MADISON,2012,1679172.4500000002,51113,13135,127.83954701180055
36907,VA,MADISON,2013,1844121.3375,51113,13093,140.84788341098297
36908,VA,MADISON,2014,1750709.475,51113,13034,134.31866464630966
36909,VA,MADISON,2015,1447743.15,51113,13054,110.9041787957714
36910,VA,MADISON,2016,1571074.3875,51113,13097,119.95681358326334
36911,VA,MADISON,2017,1399969.7249999999,51113,13218,105.91388447571492
36912,VA,MADISON,2018,1040005.1175,51113,13198,78.80020590240946
36913,VA,MADISON,2019,952061.625,51113,13213,72.05491750548703
36914,VA,MANASSAS CITY,2006,12820056.288224999,51683,35631,359.8006311421234
36915,VA,MANASSAS CITY,2007,13111921.22295,51683,34969,374.95842669078326
36916,VA,MANASSAS CITY,2008,12804672.9670875,51683,34858,367.3381423801566
36917,VA,MANASSAS CITY,2009,17434007.0972625,51683,36674,475.37784526537877
36918,VA,MANASSAS CITY,2010,23000171.948175002,51683,38212,601.9096605300691
36919,VA,MANASSAS CITY,2011,28370827.616812497,51683,39103,725.5409461374446
36920,VA,MANASSAS CITY,2012,30845639.6981625,51683,40284,765.7044905710084
36921,VA,MANASSAS CITY,2013,27714951.60135,51683,41079,674.6744468304973
36922,VA,MANASSAS CITY,2014,24423662.663625,51683,41137,593.7152116981063
36923,VA,MANASSAS CITY,2015,20714748.6429,51683,41409,500.2474979569659
36924,VA,MANASSAS CITY,2016,19378729.1715,51683,41245,469.84432468177965
36925,VA,MANASSAS CITY,2017,16434767.6334,51683,41171,399.1831054237206
36926,VA,MANASSAS CITY,2018,13667313.0417,51683,40998,333.3653603029416
36927,VA,MANASSAS CITY,2019,12310909.091699999,51683,40907,300.9487151758867
36928,VA,MARTINSVILLE CITY,2006,19647253.304362502,51690,14281,1375.7617326771585
36929,VA,MARTINSVILLE CITY,2007,21964468.0740875,51690,14042,1564.1979827722191
36930,VA,MARTINSVILLE CITY,2008,23721258.414362498,51690,14040,1689.548320111289
36931,VA,MARTINSVILLE CITY,2009,25258120.950225003,51690,14012,1802.6064052401516
36932,VA,MARTINSVILLE CITY,2010,27436944.450225,51690,13786,1990.2034274064267
36933,VA,MARTINSVILLE CITY,2011,31256053.387500003,51690,13622,2294.5274840331817
36934,VA,MARTINSVILLE CITY,2012,30707016.21,51690,13518,2271.5650399467377
36935,VA,MARTINSVILLE CITY,2013,31389458.9625,51690,13443,2335.0040141709437
36936,VA,MARTINSVILLE CITY,2014,30706614.142500002,51690,13343,2301.3275981788206
36937,VA,MARTINSVILLE CITY,2015,28644472.545,51690,13289,2155.5024866430886
36938,VA,MARTINSVILLE CITY,2016,26734879.837500002,51690,13027,2052.2668179550164
36939,VA,MARTINSVILLE CITY,2017,23293260.457500003,51690,12827,1815.9554422312312
36940,VA,MARTINSVILLE CITY,2018,22180697.685000002,51690,12576,1763.7323222805346
36941,VA,MARTINSVILLE CITY,2019,20409311.505000003,51690,12443,1640.2243434059312
36942,VA,MATHEWS,2006,1451597.9106750002,51115,8987,161.52196624847002
36943,VA,MATHEWS,2007,1533303.0049875001,51115,9026,169.8762469518613
36944,VA,MATHEWS,2008,1654815.376125,51115,9041,183.03455105906426
36945,VA,MATHEWS,2009,1484063.7115875,51115,8997,164.95095160470157
36946,VA,MATHEWS,2010,1272673.7999999998,51115,8974,141.81789614441718
36947,VA,MATHEWS,2011,1684896.7875,51115,8944,188.38291452370305
36948,VA,MATHEWS,2012,1658045.3925,51115,8911,186.06726433621367
36949,VA,MATHEWS,2013,1554814.2374999998,51115,8899,174.71786015282615
36950,VA,MATHEWS,2014,1390484.2125000001,51115,8813,157.77649069556338
36951,VA,MATHEWS,2015,1342852.95,51115,8833,152.02682554058643
36952,VA,MATHEWS,2016,1205951.0550000002,51115,8781,137.33641441749234
36953,VA,MATHEWS,2017,1043136.3075,51115,8704,119.84562356387868
36954,VA,MATHEWS,2018,1017966.105,51115,8766,116.12663757700206
36955,VA,MATHEWS,2019,957557.5574999999,51115,8782,109.03638778182645
36956,VA,MECKLENBURG,2006,6449026.17585,51117,32642,197.5683529149562
36957,VA,MECKLENBURG,2007,7585824.4962625,51117,32823,231.11307608270116
36958,VA,MECKLENBURG,2008,8740141.9403625,51117,32920,265.49641374126674
36959,VA,MECKLENBURG,2009,11689277.4975,51117,32815,356.21750716135915
36960,VA,MECKLENBURG,2010,11431637.594999999,51117,32716,349.42039353832985
36961,VA,MECKLENBURG,2011,16219669.95,51117,32567,498.0400389965302
36962,VA,MECKLENBURG,2012,17745223.349999998,51117,31698,559.8215455233768
36963,VA,MECKLENBURG,2013,15935319.4575,51117,31249,509.9465409293097
36964,VA,MECKLENBURG,2014,15193855.4625,51117,31117,488.2815008676929
36965,VA,MECKLENBURG,2015,13755720.030000001,51117,30934,444.6796414947954
36966,VA,MECKLENBURG,2016,12457774.274999999,51117,30815,404.27630293688134
36967,VA,MECKLENBURG,2017,9538654.68,51117,30705,310.65476893014164
36968,VA,MECKLENBURG,2018,8239661.775,51117,30707,268.33170856807897
36969,VA,MECKLENBURG,2019,7666807.6275,51117,30723,249.54619104579632
36970,VA,MIDDLESEX,2006,1478623.7035,51119,10732,137.77708754193068
36971,VA,MIDDLESEX,2007,1624156.8,51119,10763,150.9018675090588
36972,VA,MIDDLESEX,2008,1585868.5125,51119,10806,146.75814478067738
36973,VA,MIDDLESEX,2009,1879388.0999999999,51119,10875,172.81729655172413
36974,VA,MIDDLESEX,2010,2049599.175,51119,10981,186.6495924779164
36975,VA,MIDDLESEX,2011,2466643.6125000003,51119,10855,227.23570819898666
36976,VA,MIDDLESEX,2012,2373295.6125,51119,10851,218.7167645839093
36977,VA,MIDDLESEX,2013,2129975.5726125,51119,10781,197.5675329387348
36978,VA,MIDDLESEX,2014,2053269.9375,51119,10653,192.7410060546325
36979,VA,MIDDLESEX,2015,1968560.9625,51119,10683,184.27042614434146
36980,VA,MIDDLESEX,2016,1772571.15,51119,10750,164.8903395348837
36981,VA,MIDDLESEX,2017,1394545.9875,51119,10614,131.38741167326174
36982,VA,MIDDLESEX,2018,1106115.375,51119,10717,103.21128814033779
36983,VA,MIDDLESEX,2019,1013041.8075000001,51119,10561,95.922905738093
36984,VA,MONTGOMERY,2006,27231143.722225,51121,90062,302.3599711557038
36985,VA,MONTGOMERY,2007,33322316.950225,51121,91548,363.98738312388036
36986,VA,MONTGOMERY,2008,34239434.8558625,51121,92724,369.2618400399303
36987,VA,MONTGOMERY,2009,34079748.3863625,51121,93772,363.43203073798685
36988,VA,MONTGOMERY,2010,30554148.7613625,51121,94560,323.11917048818214
36989,VA,MONTGOMERY,2011,32804993.9334,51121,94761,346.1866583657834
36990,VA,MONTGOMERY,2012,34767448.0861125,51121,95698,363.3038108018193
36991,VA,MONTGOMERY,2013,31496301.021975,51121,96658,325.85301808412135
36992,VA,MONTGOMERY,2014,35503447.964025,51121,97193,365.2881170868787
36993,VA,MONTGOMERY,2015,34531658.7864,51121,97427,354.4362321163538
36994,VA,MONTGOMERY,2016,36178575.7764,51121,98302,368.0349919269191
36995,VA,MONTGOMERY,2017,33116405.9325,51121,98230,337.13128303471444
36996,VA,MONTGOMERY,2018,29493996.5214,51121,98681,298.8822217184666
36997,VA,MONTGOMERY,2019,28973442.555,51121,98872,293.03991580022654
36998,VA,NELSON,2006,1542450.3855,51125,14809,104.15628236207712
36999,VA,NELSON,2007,1681853.526,51125,14993,112.17591716134197
37000,VA,NELSON,2008,1954420.725,51125,15050,129.86184219269103
37001,VA,NELSON,2009,2049004.9125,51125,15090,135.7856138170974
37002,VA,NELSON,2010,2061842.55,51125,14978,137.65806850046735
37003,VA,NELSON,2011,2507163.6,51125,15019,166.93279179705706
37004,VA,NELSON,2012,3745993.77,51125,14802,253.07348804215647
37005,VA,NELSON,2013,4167634.3049999997,51125,14799,281.6159406040949
37006,VA,NELSON,2014,4193332.275,51125,14867,282.05638494652584
37007,VA,NELSON,2015,4573925.8725000005,51125,14764,309.80261937821734
37008,VA,NELSON,2016,4037424.9,51125,14802,272.76211998378596
37009,VA,NELSON,2017,2621859.225,51125,14800,177.15265033783785
37010,VA,NELSON,2018,1908375.2850000001,51125,14836,128.63138885144244
37011,VA,NELSON,2019,1459640.235,51125,14867,98.17987724490483
37012,VA,NEW KENT,2006,2196369.768,51127,16680,131.67684460431656
37013,VA,NEW KENT,2007,2087845.8885000001,51127,17254,121.00648478613655
37014,VA,NEW KENT,2008,1962314.5875000001,51127,17728,110.69012790500904
37015,VA,NEW KENT,2009,2346848.19,51127,18057,129.9688868582821
37016,VA,NEW KENT,2010,2594556.3150000004,51127,18543,139.92106536159199
37017,VA,NEW KENT,2011,3128576.8913625,51127,18763,166.7418265395992
37018,VA,NEW KENT,2012,3861395.9775,51127,19148,201.66053778462503
37019,VA,NEW KENT,2013,4150694.4450000003,51127,19516,212.6816173908588
37020,VA,NEW KENT,2014,4145788.08,51127,20021,207.0719784226562
37021,VA,NEW KENT,2015,3859769.3099999996,51127,20382,189.3714704150721
37022,VA,NEW KENT,2016,3617168.94,51127,21015,172.1231948608137
37023,VA,NEW KENT,2017,2539692.525,51127,21629,117.42070946414536
37024,VA,NEW KENT,2018,2169636.66,51127,22275,97.4023191919192
37025,VA,NEW KENT,2019,2316794.325,51127,22984,100.80030999825966
37026,VA,NEWPORT NEWS CITY,2006,30530305.320724998,51700,183581,166.30427615453124
37027,VA,NEWPORT NEWS CITY,2007,33718309.019,51700,182528,184.72951557569252
37028,VA,NEWPORT NEWS CITY,2008,36415906.572000004,51700,181287,200.87434053186385
37029,VA,NEWPORT NEWS CITY,2009,42525409.44,51700,181000,234.94701348066297
37030,VA,NEWPORT NEWS CITY,2010,45448444.770225,51700,180905,251.22824007199912
37031,VA,NEWPORT NEWS CITY,2011,50669915.2763625,51700,180139,281.28231685732965
37032,VA,NEWPORT NEWS CITY,2012,53155421.9888625,51700,180148,295.06529069910573
37033,VA,NEWPORT NEWS CITY,2013,56103104.46,51700,181388,309.29887566983484
37034,VA,NEWPORT NEWS CITY,2014,49753797.3075,51700,181661,273.8826567480086
37035,VA,NEWPORT NEWS CITY,2015,47941507.02,51700,181121,264.69325489589835
37036,VA,NEWPORT NEWS CITY,2016,38877597.131400004,51700,180472,215.42176698546038
37037,VA,NEWPORT NEWS CITY,2017,31702259.19375,51700,179738,176.38039364936742
